Ten_Bai,Seller_ID,Total_Revenue,Total_Orders,Total_Items_Sold,Avg_Item_Revenue,Seller_Rank
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0691148aee60ca47977c187804f935ae,7359.45,47,53,138.86,486
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6f892e20a171e98efe17fdb971ff319b,7342.86,44,53,138.54,487
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b8630e1121437d41cb08e3c749c2c2e2,7334.1,12,12,611.18,488
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b3b17aab11f273023a5f22ca52e1eb70,7325.35,7,13,563.49,489
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,40d54b51e962dbe09cabbcfd33298dee,7323.25,30,31,236.23,490
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3ade81dab5a172b88e1871c28ae05260,7302.99,30,32,228.22,491
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4c03b9dd4c11ee2cb35c96c49efc9420,7302.33,48,48,152.13,492
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bd4889b5e9133b35b66e42a8665cea5c,7256.54,36,42,172.77,493
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3be634553519fb6536a03e1358e9fdc7,7226.65,83,99,73.0,494
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cfa5ab0e4d3fc212fd0b3410e7081c62,7219.81,16,21,343.8,495
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5670f4db5b62c43d542e1b2d56b0cf7c,7212.65,22,22,327.85,496
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,02f623a8eb246f3c5f7c2f96462654e6,7207.63,44,44,163.81,497
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ff4ea69c2a729e83e63c7579e4ef8170,7188.62,9,9,798.74,498
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,455c5640e8c5bd1b2ee85c0158f85727,7186.89,8,8,898.36,499
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ea67327e24487bdfac5fbfa37ea124df,7180.28,32,34,211.18,500
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,537eb890efff034a88679788b647c564,7178.9,160,173,41.5,501
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,33dd941c27854f7625b968cc6195a552,7168.41,5,5,1433.68,502
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,91f848e9f4be368f4318775aac733370,7168.16,63,73,98.19,503
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4b5f66b7adcf57f1ecc0d3c07dd6b177,7115.96,23,38,187.26,504
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e3b4998c7a498169dc7bce44e6bb6277,7114.69,3,3,2371.56,505
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e8b4225284fbb02d16f200513f1f395d,7086.13,31,31,228.58,506
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a63bfbaa882c8f4542891b4e2246cc7f,7036.19,7,7,1005.17,507
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,67bf6941ba2f1fa1d02c375766bc3e53,7029.68,16,22,319.53,508
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,33c51922b6e3c16b24a8f28e5833c99d,7025.88,18,20,351.29,509
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b2479f944e1b90cf8a5de1bbfde284d6,6992.22,103,131,53.38,510
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b6d44737c043328708f6749c2dbe50bd,6935.2,62,80,86.69,511
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,80ceebb4ee9b31afb6c6a916a574a1e2,6922.21,1,1,6922.21,512
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e9d99831abad74458942f21e16f33f92,6916.06,130,149,46.42,513
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f12ff17ad8bbf01ec5c33b17e506649b,6892.73,29,29,237.68,514
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,50c9975695009e5e6473912e83a6d1da,6883.95,50,68,101.23,515
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2fdde51ad3e12f297da656d4fbd5d0b5,6874.14,10,10,687.41,516
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0bf0150d5b9d60d9cd2906003332f085,6872.34,39,62,110.84,517
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dfc5fb7259bb2b599ca565e6e9448f0f,6845.98,33,34,201.35,518
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,abe021b01ba992245271b9aa422032df,6837.24,2,2,3418.62,519
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,eb3071b9f0b0ddaa2df5ea130f09f26b,6811.42,9,11,619.22,520
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bba74270a87732727b5a3b4fd9ac1c39,6760.44,36,41,164.89,521
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3df020b72d3d44b3af9d110fa3940b65,6749.47,55,101,66.83,522
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b4a476fbd28de64b1e347abf9089366a,6735.95,33,38,177.26,523
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ee27a8f15b1dded4d213a468ba4eb391,6726.66,1,1,6726.66,524
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,98dac6635aee4995d501a3972e047414,6675.37,91,195,34.23,525
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9baf5cb77970f539089d09a38bcec5c3,6673.4,32,33,202.22,526
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f4c4daa86e30c7e5a553a8d518ac03a5,6671.2,20,20,333.56,527
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f181738b150df1f37cb0bd72e705b193,6632.75,36,37,179.26,528
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4917cee8d902e13428c3ec4b1ca6f315,6621.54,33,33,200.65,529
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,45ba18c210d42734ec52c0c1c574e9ee,6562.09,38,41,160.05,530
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dfa0c4c6229ab200a4a1336b4d7128ff,6544.21,77,86,76.1,531
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,94e93ce877be27a515118dbfd2c2be41,6542.72,30,35,186.93,532
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2528744c5ef5d955adc318720a94d2e7,6508.7,5,5,1301.74,533
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,dbd66278cbfe1aa1000f90a217ca4695,6472.77,85,99,65.38,534
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0d85bbda9889ce1f7e63778d24f346eb,6469.7,51,58,111.55,535
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,23613d49c3ac2bd302259e55c06c050c,6460.76,70,80,80.76,536
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7d76b645482be4a332374e8223836592,6431.54,176,187,34.39,537
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d6b664fa0667064c6d76394e7848d790,6404.34,6,6,1067.39,538
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,02d35243ea2e497335cd0f076b45675d,6399.95,14,16,400.0,539
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,52ac6f920b7280e4c6d30dd94de6259b,6383.89,6,7,911.98,540
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fc906263ca5083d09dce42fe02247800,6383.28,114,119,53.64,541
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,709e16e2b25c7474d980076c6bfc4806,6378.86,60,80,79.74,542
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e62b2d6ac10570a035a30bafcf01d263,6375.47,62,71,89.8,543
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1336efc61c316ddf92c899eb817f7cae,6355.29,74,85,74.77,544
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,04aa0a1c5ce6b222003403a3e11c3cc0,6339.51,11,17,372.91,545
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f84fa566034f5e8e880a07ec624c56af,6326.7,91,102,62.03,546
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,817245bcc3badd82bbd222e0366951a6,6303.08,29,45,140.07,547
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9674754b5a0cb32b638cec001178f799,6284.83,86,97,64.79,548
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,83deb69e889cf80f82be1dc6d5f2d486,6276.65,40,42,149.44,549
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,afe0067131b73e40875c9b6c10bd2e21,6255.85,46,46,136.0,550
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b39d7fe263ef469605dbb32608aee0af,6255.77,44,49,127.67,551
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,06579cb253ecd5a3a12a9e6eb6bf8f47,6226.61,62,72,86.48,552
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,23c38debaffe4a25a30fdbd9b586a13f,6216.56,41,46,135.14,553
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,abcd2cb37d46c2c8fb1bf071c859fc5b,6200.62,45,52,119.24,554
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,7e3f87d16fb353f408d467e74fbd8014,6193.7,92,94,65.89,555
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,575df70bde3f9f2b30bf8d2e9910d725,6163.42,27,34,181.28,556
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1bb2bdb95f4841f1bba2c0d2cd83d3c9,6149.27,81,85,72.34,557
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0cbcee27c791afa0cdcb08587a2013a8,6141.31,39,41,149.79,558
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d566c37fa119d5e66c4e9052e83ee4ea,6124.92,65,73,83.9,559
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,835f0f7810c76831d6c7d24c7a646d4d,6094.03,44,50,121.88,560
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d66c305afaec317ebee552073a674429,6085.7,41,47,129.48,561
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f680f85bee2d253556ac91be391d2c82,6077.34,45,54,112.54,562
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cc3d14116804f7209f3884f6367f1152,6060.59,27,30,202.02,563
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8bb48dc19fccaa8613b6229bf7f452a2,6048.12,82,95,63.66,564
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e067ad2c1c0b48758eb1b5228bcf7a68,6047.91,54,61,99.15,565
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f67efa3f0b6761102a7f8c6b7b571f5d,6030.17,31,32,188.44,566
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0176f73cc1195f367f7b32db1e5b3aa8,6020.11,38,39,154.36,567
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c35affa65afd250151285c5917fc1c8a,5993.92,9,9,665.99,568
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9add47bf45ce8e8c7db6b9cf670b1e09,5987.28,43,45,133.05,569
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,916c9de0b5ad957346eeeb12f332687e,5973.78,23,28,213.35,570
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f7496d659ca9fdaf323c0aae84176632,5932.51,26,27,219.72,571
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,acce39e832338debb07b02385cde5967,5923.66,44,44,134.63,572
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8b9d6eec4a7eb7d0f9d579ce0b38324d,5916.98,49,53,111.64,573
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,099095b050cfe8eb1ddff5317587e96e,5909.15,17,20,295.46,574
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e06f09ec0a4aca210779cf1cfc63cf19,5901.41,29,31,190.37,575
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3ab971ce71839580d2ae5b4e40fe8044,5899.05,36,38,155.24,576
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2ff97219cb8622eaf3cd89b7d9c09824,5866.03,89,96,61.1,577
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3c7c4a49ec3c6550809089c6a2ca9370,5858.3,141,160,36.61,578
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5b179e9e8cc7ab6fd113a46ca584da81,5839.14,34,36,162.2,579
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,30a2f535bb48308f991d0b9ad4a8c4bb,5815.36,71,87,66.84,580
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b561927807645834b59ef0d16ba55a24,5807.03,85,95,61.13,581
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bbad7e518d7af88a0897397ffdca1979,5800.42,69,85,68.24,582
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,55d3daac7c404d59e51c2aa2f4dc5a23,5790.48,21,28,206.8,583
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d63c73efd41eb002280e7ec831424edb,5766.59,2,2,2883.3,584
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c4af86330efa7a2620772227d2d670c9,5760.96,4,4,1440.24,585
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,02ecc2a19303f05e59ce133fd923fff7,5742.4,21,24,239.27,586
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,45d33f715e24d15a6ccf5c17b3a23e3c,5742.16,59,61,94.13,587
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f789d2c4f2c2eb38fc4373e7a4b35264,5733.24,44,49,117.0,588
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cac4c8e7b1ca6252d8f20b2fc1a2e4af,5722.54,75,83,68.95,589
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d20b021d3efdf267a402c402a48ea64b,5715.17,90,106,53.92,590
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1a932caad4f9d804097d7f8e615baed1,5701.45,20,30,190.05,591
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5bffbafbb22daf6d3bfc216a46db8708,5694.2,21,23,247.57,592
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,822bad9bc42b51213ba522fe87b7ab5d,5687.34,18,18,315.96,593
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,582d4f8675b945722eda7c0cb61ba4c7,5683.93,59,71,80.06,594
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fcdd820084f17e9982427971e4e9d47f,5665.74,16,27,209.84,595
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3f0e48d209018b466fcd3bb4ccfeb520,5654.8,9,10,565.48,596
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fad44952713764836814be105382aee5,5636.88,32,32,176.15,597
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2a7dc43cecabf23403078e2188437d1d,5629.62,52,54,104.25,598
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ad420dd0c4f92f8af951ac24b86d0cf5,5618.4,42,46,122.14,599
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,11bfa66332777660bd0640ee84d47006,5608.54,76,102,54.99,600
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e0878efa0e0b7e5313ac0b43bc04c081,5594.91,27,29,192.93,601
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a3f0b55de503387383c7b1de3ad7f678,5577.74,24,26,214.53,602
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cc5a78bbad32776dc4e3af205218368c,5573.35,33,38,146.67,603
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ef990a83bbea832f36ebe81376335aa8,5557.24,43,44,126.3,604
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,822166ed1e47908f7cfb49946d03c726,5535.95,69,108,51.26,605
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4bf2f4ee540798a61f9636d12cd9cc80,5501.01,29,30,183.37,606
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d379f449f2a3b271bc01c0782020f705,5499.8,28,29,189.65,607
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d673a59aac7a70d8b01e6902bf090a11,5499.56,79,84,65.47,608
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,834f8533b2ecb6598dd004ff3de7203a,5496.31,43,47,116.94,609
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,951e8cef368f09bb3f3d03c00ca4702c,5493.09,64,71,77.37,610
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e9c6969d40e6a3d2d0f90013165c2b98,5481.98,10,10,548.2,611
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4d0041cdbe51b4617d95c70b19decc74,5465.49,8,8,683.19,612
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,891071be6ba827b591264c90c2ae8a63,5454.35,92,98,55.66,613
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0ef83d7d83ed97cd2a0049ac8be5f88a,5447.81,48,55,99.05,614
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,42b729f859728f5079499127a9c2ef37,5434.07,104,132,41.17,615
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c68fb906c8f4b4b946d8386bfa6e5467,5433.61,45,48,113.2,616
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8bd0f31cf0a614c658f6763bd02dea69,5423.32,33,35,154.95,617
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,db4350fd57ae30082dec7acbaacc17f9,5421.64,137,146,37.13,618
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,a3dd39f583bc80bd8c5901c95878921e,5412.16,34,37,146.27,619
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,4c498c7345e89aebad651544829beca0,5389.76,48,48,112.29,620
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,45213867cefbf2cd4c6177e10216a951,5389.16,14,14,384.94,621
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,503c1de08ae81a2d86f17951b204db55,5321.9,22,22,241.9,622
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6860153b69cc696d5dcfe1cdaaafcf62,5318.23,74,84,63.31,623
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,715bbd5ba4e6b74cb0d2f29eb45058b0,5315.88,62,64,83.06,624
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,beadbee30901a7f61d031b6b686095ad,5311.52,64,68,78.11,625
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,65febd49fd28ec955651299159b1f527,5301.14,35,40,132.53,626
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ce69a8021d18961dd2a40269b7c2c293,5289.05,19,19,278.37,627
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c12b92bf1c350f3e6bf88d3596219c86,5252.84,17,17,308.99,628
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c9a06ece156bb057372c68718ec8909b,5229.62,14,14,373.54,629
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,eed78ac17f7f795a19a709745f00cd4e,5195.84,22,56,92.78,630
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,d12c926d74ceff0a90a21184466ce161,5192.82,78,99,52.45,631
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,99002261c568a84cce14d43fcffb43ea,5188.33,36,36,144.12,632
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0509040ea3fe50071181bbc359eb7738,5183.1,89,98,52.89,633
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,9df5750209b83567ec144eb299d7d634,5176.3,11,11,470.57,634
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b17b679f4f5ce2e03ce6968c62648246,5160.82,55,57,90.54,635
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,232a6014e7b10cba61c6c2b2ea6bb4b0,5133.27,33,36,142.59,636
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f0b47fbbc6dee9aafe415a6e33051b3f,5132.19,68,86,59.68,637
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6fc26fe110feebd80a433e1f012a84f9,5128.06,35,72,71.22,638
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1fe5540d7c1c37a595fefbacd5570d9e,5118.75,20,25,204.75,639
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,822b63912576852aea9a8436d72317b7,5097.07,8,9,566.34,640
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8931a84a914b3fe9b1ddaa4d704947ca,5092.89,29,32,159.15,641
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b90e891671cffd9557f33a97dc523645,5081.31,34,39,130.29,642
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,5c030029b5916fed0986310385ec9009,5079.9,7,10,507.99,643
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8a130737016f838139d31878787a39c9,5064.32,56,62,81.68,644
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6ec1a01e866584bb679eb9b098345919,5063.76,31,32,158.24,645
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,bccf933e006e9b94a6184af782963e77,5047.21,45,46,109.72,646
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,31da954dc0855f2495c6310f70a2f931,5032.71,29,30,167.76,647
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,99a54764c341d5dc80b4a8fac4eba3fb,5026.26,45,67,75.02,648
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,15aac934c58d886785ac1b17953ea898,5019.6,25,26,193.06,649
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,37dd29b36c458d82f74a953c40c43645,5016.43,7,8,627.05,650
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,827f8f69dfa529c561901c4f2e0f332f,5003.96,91,104,48.12,651
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,0307f7565ff85b299b6e5ef162b1b1a9,5003.57,7,7,714.8,652
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,8f580d36c1e9d6fbce95283403c7d447,4993.4,8,8,624.18,653
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e81e1f9c3e762e620f3fb60a51499e16,4979.49,17,18,276.64,654
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,382229d1e840115ffe3dbf5ff460e417,4966.62,46,49,101.36,655
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,6b3bd31ad8fcda4b2635ec9f3ff2ecdf,4955.92,36,43,115.25,656
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,fde0cc9ea29c8ccfc0a2c22256a58c71,4921.27,35,35,140.61,657
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,3c03b12bab54d8b37d79d914bfdb1aa0,4919.77,37,43,114.41,658
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,1b938a7ec6ac5061a66a3766e0e75f90,4897.83,30,33,148.42,659
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,cb41bfbcbda0aea354a834ab222f9a59,4888.68,12,12,407.39,660
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c840d3fdbba0790404fdae73d253b253,4881.93,9,14,348.71,661
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,b76dba6c951ab00dc4edf0a1aa88037e,4881.88,159,169,28.89,662
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,ec8879960bd2221d5c32f8e12f7da711,4881.38,36,36,135.59,663
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,968268a686aa05d1f529fb07dff08130,4880.84,12,12,406.74,664
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,2addf05f476d0637864454e93ba673d5,4877.64,12,12,406.47,665
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f6122bc84774df1b372bdb3bb88ddb9f,4874.36,3,3,1624.79,666
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,c004e5ea15737026cecaee0447e00b75,4874.32,2,2,2437.16,667
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,55a5b51f93f2b70ea513f5a047b0262a,4849.38,39,41,118.28,668
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,e49c26c3edfa46d227d5121a6b6e4d37,4829.71,35,36,134.16,669
Bài 10 - Xếp hạng seller theo tổng doanh thu và số lượng đơn hàng,f3da5b2ff499efb8d4a6d371d175d7dd,4826.86,79,84,57.46,670
